,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
9875,1,1,0,0,0,4,2,3,1,0,1,1,0,0,1,1.0,1
9876,0,0,1,0,0,4,2,1,2,5,1,0,0,0,1,2.0,1
9877,0,1,0,0,0,4,2,1,1,3,1,1,0,0,2,2.0,3
9878,0,0,1,0,0,1,2,1,1,6,0,0,0,0,0,2.0,3
9879,1,1,1,1,0,4,2,1,1,2,1,0,0,0,4,3.0,3
9880,0,1,1,1,0,4,2,1,1,1,1,0,0,0,3,3.0,1
9881,0,1,1,2,0,2,3,1,1,1,1,0,0,0,5,4.0,0
9882,1,0,1,0,0,4,2,1,1,6,1,0,0,0,6,2.0,0
9883,0,0,0,1,0,0,2,1,1,3,1,0,0,0,1,3.0,2
9884,0,0,0,0,0,1,2,3,1,8,0,0,0,0,0,1.0,2
9885,0,0,1,0,0,1,2,3,1,8,0,0,0,0,0,1.0,0
9886,1,0,1,1,0,4,2,1,1,1,1,0,0,0,0,3.0,0
9887,0,0,0,2,0,4,2,1,1,4,1,1,0,0,0,4.0,1
9888,0,0,0,0,0,4,3,1,1,1,1,0,0,0,5,2.0,0
9889,0,0,1,2,0,4,2,1,1,3,1,0,0,0,5,4.0,1
9890,1,0,1,0,0,4,2,1,1,6,1,0,0,0,6,2.0,1
9891,0,0,1,2,0,4,2,1,1,1,1,1,0,0,0,4.0,0
9892,1,1,0,0,0,2,3,1,5,2,1,1,1,1,5,2.0,0
9893,0,0,1,0,0,1,2,1,1,7,0,0,1,0,0,2.0,2
9894,0,0,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,3
9895,0,1,1,4,0,4,3,1,1,3,1,0,0,0,5,6.0,2
9896,1,1,1,0,0,0,2,3,2,1,1,1,0,0,1,1.0,1
9897,0,0,1,0,1,0,2,1,1,5,1,1,1,0,8,2.0,0
9898,0,0,1,0,0,0,2,1,1,5,1,0,0,0,9,2.0,2
9899,1,1,1,0,0,4,2,1,1,2,1,1,1,0,6,2.0,1
9900,1,1,0,1,0,0,2,3,1,5,1,0,0,0,6,2.0,3
9901,1,0,0,0,0,4,2,3,1,0,1,1,1,0,0,1.0,1
9902,0,0,1,1,3,0,3,1,1,5,1,0,0,1,2,3.0,0
9903,0,1,1,0,0,1,3,0,1,8,0,0,1,0,0,2.0,0
9904,0,0,1,1,0,4,3,1,1,1,1,0,0,0,3,3.0,1
9905,0,0,1,1,0,4,3,3,1,1,1,0,0,0,3,2.0,2
9906,0,0,0,0,0,1,3,1,2,7,0,0,0,0,0,2.0,0
9907,0,0,0,0,0,4,2,4,1,7,1,0,0,0,8,1.0,2
9908,1,1,0,2,0,0,3,1,1,2,1,0,1,0,15,4.0,1
9909,0,0,1,0,1,0,2,1,1,6,1,0,1,0,0,2.0,1
9910,0,0,1,0,0,1,3,3,1,8,0,0,0,0,0,1.0,2
9911,1,1,0,0,0,2,2,1,1,1,1,1,0,0,0,2.0,0
9912,1,1,1,0,0,4,2,1,1,2,1,0,0,0,6,2.0,1
9913,1,0,1,0,0,1,2,1,1,8,0,0,1,0,0,2.0,1
9914,1,0,1,0,0,4,2,1,1,6,1,0,0,0,1,2.0,2
9915,0,0,1,0,0,4,3,1,1,5,1,0,0,0,2,2.0,1
9916,0,0,1,0,0,4,2,1,1,6,1,0,0,0,0,2.0,0
9917,0,0,1,0,0,4,3,1,1,5,1,1,1,0,5,2.0,1
9918,0,0,1,0,0,4,2,1,1,3,1,1,1,0,18,2.0,1
9919,1,1,1,1,0,0,2,1,1,4,1,0,1,0,4,3.0,1
9920,0,0,1,0,0,1,2,0,1,7,0,0,1,0,0,2.0,1
9921,0,0,1,0,0,4,2,3,1,8,1,1,1,0,11,1.0,0
9922,0,0,1,0,0,4,2,1,1,5,1,0,1,0,1,2.0,2
9923,0,1,1,1,0,4,2,1,1,2,1,0,0,0,2,3.0,1
9924,1,0,1,1,0,4,2,1,1,3,1,0,1,1,1,3.0,1
9925,0,0,1,2,0,2,2,1,1,2,1,0,0,0,5,4.0,0
9926,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,2.0,1
9927,1,1,0,0,1,4,2,3,1,3,1,0,1,0,6,1.0,0
9928,0,0,0,0,1,0,3,1,1,5,1,0,1,0,8,2.0,3
9929,0,1,1,1,1,4,2,1,1,3,1,0,0,0,1,3.0,3
9930,0,1,1,0,1,1,2,1,1,9,0,0,0,0,0,2.0,0
9931,0,0,1,0,1,4,3,3,1,5,1,0,0,0,3,1.0,1
9932,0,1,1,1,1,0,2,1,1,4,1,0,0,0,5,3.0,2
9933,1,1,0,0,0,4,2,1,1,4,1,1,1,0,1,2.0,2
9934,0,0,0,0,1,1,1,0,4,6,0,0,0,0,0,2.0,1
9935,1,1,0,0,1,4,1,1,1,2,1,1,1,1,1,2.0,0
9936,1,0,1,2,0,0,2,1,1,1,1,1,0,0,1,4.0,0
9937,1,1,1,1,0,4,2,1,1,4,1,0,0,0,5,3.0,2
9938,0,0,0,0,0,4,2,1,5,4,1,1,1,0,7,2.0,3
9939,1,0,0,0,0,4,3,1,1,1,1,0,0,0,0,2.0,0
9940,0,0,0,0,0,2,3,1,1,2,1,1,1,0,5,2.0,0
9941,0,1,0,2,1,2,3,1,1,4,1,1,1,0,0,4.0,1
9942,1,0,1,1,0,4,2,2,1,5,1,0,0,0,1,2.0,2
9943,0,0,1,0,0,4,2,0,1,1,1,0,0,0,3,2.0,3
9944,0,0,1,0,0,0,2,1,1,5,1,1,1,0,1,2.0,0
9945,0,0,1,0,1,0,2,1,1,7,1,0,0,0,4,2.0,0
9946,1,1,0,0,0,2,3,1,0,3,1,0,1,0,2,2.0,2
9947,1,1,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,0
9948,0,0,1,0,0,0,2,1,0,2,1,0,1,0,3,2.0,1
9949,1,0,1,0,0,4,1,0,1,0,1,0,1,1,5,2.0,0
9950,0,0,0,0,0,4,2,1,1,6,1,0,0,0,1,2.0,0
9951,1,0,1,0,0,4,2,1,1,5,1,0,0,0,1,2.0,3
9952,0,1,0,0,0,4,2,2,1,6,1,0,0,0,0,1.0,1
9953,1,1,1,0,0,4,2,1,1,1,1,0,0,0,0,2.0,1
9954,1,1,1,0,1,0,3,1,3,3,1,0,0,0,5,2.0,3
9955,0,0,1,0,0,1,2,1,1,7,0,0,1,0,0,2.0,1
9956,0,0,0,0,1,2,2,1,1,7,1,1,1,0,8,2.0,1
9957,1,1,0,2,0,4,2,1,1,3,1,0,0,0,6,4.0,3
9958,0,0,1,0,0,1,2,4,1,6,0,0,1,0,0,1.0,2
9959,1,0,1,1,2,4,1,1,1,3,1,1,1,0,0,3.0,0
9960,0,0,1,0,0,4,2,1,1,5,1,0,1,0,0,2.0,3
9961,1,0,1,1,1,0,1,1,1,2,1,0,1,0,6,3.0,3
9962,0,0,1,0,0,4,2,4,1,5,1,0,0,0,8,1.0,3
9963,0,1,1,0,0,4,2,1,3,1,1,1,0,0,5,2.0,0
9964,0,0,1,0,0,4,2,3,1,1,1,0,0,0,3,1.0,1
9965,0,0,1,0,1,0,2,2,1,3,1,0,0,0,12,1.0,1
9966,0,0,1,0,0,4,1,3,1,2,1,0,0,0,0,1.0,2
9967,0,1,0,0,0,1,2,1,1,8,0,0,0,0,0,2.0,2
9968,1,1,1,0,1,4,2,3,1,0,1,0,0,0,3,1.0,2
9969,1,1,0,1,0,4,2,1,1,1,1,0,0,0,1,3.0,3
9970,0,0,1,0,0,4,2,1,1,6,1,1,1,1,1,2.0,0
9971,0,0,1,1,0,4,3,1,1,4,1,0,0,1,5,3.0,1
9972,1,0,1,1,0,0,2,1,1,1,1,0,1,1,1,3.0,1
9973,0,0,1,0,0,4,2,1,1,5,1,0,0,0,1,2.0,1
9974,0,0,1,2,0,0,3,1,1,2,1,0,1,0,8,4.0,3
9975,0,0,1,0,0,1,2,2,1,8,0,0,1,0,0,1.0,1
9976,1,0,1,0,0,4,2,1,1,2,1,0,0,0,1,2.0,1
9977,1,0,0,0,0,2,2,1,1,2,1,0,0,0,1,2.0,0
9978,0,0,1,0,0,4,2,2,1,6,1,0,0,0,1,1.0,2
9979,1,0,1,0,1,4,2,1,1,1,1,0,0,1,1,2.0,2
9980,0,0,1,0,0,1,2,1,1,8,0,0,1,0,0,2.0,3
9981,1,1,1,1,0,0,2,1,1,1,1,0,0,0,6,3.0,0
9982,0,1,1,1,0,4,3,2,1,4,1,0,0,0,5,2.0,0
9983,1,0,0,1,0,2,2,1,1,3,1,0,0,0,2,3.0,2
9984,0,0,1,0,0,0,2,0,1,3,1,0,0,0,0,2.0,0
9985,1,1,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,1
9986,0,0,1,0,0,1,2,1,1,6,0,0,0,0,0,2.0,3
9987,0,0,0,0,0,1,2,1,3,6,0,0,0,0,0,2.0,1
9988,0,0,1,0,0,1,2,1,1,7,0,0,0,0,0,2.0,0
9989,1,0,0,0,0,4,1,1,1,1,1,1,0,0,6,2.0,2
9990,0,0,1,0,0,4,2,1,1,7,1,0,0,0,7,2.0,1
9991,0,0,1,0,0,1,2,3,1,9,0,0,0,0,0,1.0,3
9992,0,0,0,0,0,0,3,2,5,4,1,0,0,0,0,1.0,2
9993,1,1,0,0,0,1,0,1,1,8,0,0,1,0,0,2.0,2
9994,0,0,0,0,0,2,2,1,1,6,1,0,1,0,0,2.0,3
9995,0,1,1,0,0,1,2,4,1,8,0,0,1,0,0,1.0,0
9996,1,1,1,0,0,4,2,1,1,7,1,1,1,0,6,2.0,2
9997,1,1,1,0,0,4,2,1,1,7,1,1,1,0,6,2.0,1
9998,0,0,1,1,0,4,2,1,1,1,1,1,1,0,1,3.0,2
9999,0,0,1,0,0,4,2,1,1,5,1,1,0,0,1,2.0,0
10000,1,1,0,0,0,4,2,3,1,0,1,0,0,1,0,1.0,1
10001,1,0,1,0,0,4,2,1,1,4,1,0,0,0,10,2.0,1
10002,1,1,1,2,0,4,2,1,1,1,1,0,0,0,1,4.0,0
10003,0,0,1,0,0,1,2,4,1,9,0,0,0,0,0,1.0,0
10004,0,1,1,1,0,0,2,2,1,2,1,0,0,0,0,2.0,1
10005,0,0,1,0,0,4,3,1,1,2,1,0,1,0,2,2.0,0
10006,0,1,1,1,0,0,2,0,1,2,1,0,0,0,5,3.0,1
10007,0,0,0,3,0,4,2,1,1,3,1,0,0,0,18,5.0,0
10008,1,1,1,0,1,4,2,0,1,6,1,0,0,0,1,2.0,1
10009,1,1,0,0,0,0,2,3,3,1,1,1,1,0,6,1.0,3
10010,0,0,1,0,0,1,2,4,1,8,0,0,0,0,0,1.0,3
10011,1,0,1,0,1,2,2,1,1,5,1,0,0,0,5,2.0,3
10012,1,0,0,1,0,0,3,2,1,1,1,0,0,0,1,2.0,2
10013,0,0,0,0,0,1,3,1,2,7,0,0,0,0,0,2.0,0
10014,1,1,0,0,0,4,0,1,4,4,1,1,1,0,1,2.0,0
10015,1,0,0,1,0,4,2,1,1,6,1,0,0,1,0,3.0,0
10016,0,1,1,2,0,4,2,1,1,2,1,0,1,0,5,4.0,1
10017,0,0,0,1,0,4,2,1,1,1,1,1,0,0,3,3.0,0
10018,1,1,1,0,0,4,2,3,1,4,1,0,0,0,1,1.0,0
10019,0,0,1,0,0,4,2,1,1,5,1,0,0,0,0,2.0,0
10020,0,0,1,0,1,4,3,3,1,5,1,0,1,1,2,1.0,2
10021,1,1,0,2,1,4,2,1,1,4,1,1,0,0,6,4.0,2
10022,0,1,1,0,1,0,3,1,1,6,1,0,0,0,2,2.0,3
10023,0,0,1,0,0,4,2,1,1,6,1,0,0,0,3,2.0,0
10024,1,0,1,0,0,1,2,1,1,9,0,0,0,0,0,2.0,1
10025,0,0,0,0,0,2,2,1,2,5,1,1,0,0,5,2.0,1
10026,0,0,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,2
10027,0,0,0,0,1,4,2,1,1,6,1,0,0,0,1,2.0,0
10028,0,0,0,0,0,0,2,4,1,6,1,0,1,0,13,1.0,2
10029,0,1,1,2,0,2,0,1,1,3,1,1,0,0,7,4.0,1
10030,1,1,1,0,0,0,2,3,1,7,1,0,0,0,6,1.0,0
10031,0,0,1,0,0,0,2,1,1,2,1,0,0,0,5,2.0,1
10032,1,0,0,0,0,4,3,3,1,2,1,1,1,0,5,1.0,2
10033,0,0,0,0,0,2,2,2,1,7,1,1,1,0,18,1.0,0
10034,0,0,1,0,0,4,2,1,1,8,1,1,1,0,2,2.0,0
10035,0,0,1,0,0,1,3,3,1,8,0,0,0,0,0,1.0,3
10036,1,0,0,1,1,4,3,1,1,1,1,1,1,0,2,3.0,2
10037,0,0,1,0,0,1,2,4,1,9,0,0,0,0,0,1.0,1
10038,0,0,1,0,0,1,1,3,1,6,0,0,1,0,0,1.0,2
10039,0,0,1,0,0,4,2,4,1,5,1,1,1,0,0,1.0,0
10040,0,1,1,1,0,1,2,1,1,7,0,0,1,0,0,3.0,2
10041,0,0,1,1,0,2,2,0,1,4,1,0,0,0,12,3.0,3
10042,1,1,1,2,3,0,3,1,1,1,1,0,0,0,2,4.0,1
10043,0,0,1,0,0,4,2,4,1,5,1,0,0,0,2,1.0,0
10044,0,1,1,2,0,4,3,1,1,3,1,0,0,0,4,4.0,1
10045,0,0,1,0,0,4,2,0,1,4,1,1,1,0,5,2.0,3
10046,0,1,1,2,0,2,1,1,1,3,1,0,0,0,0,4.0,0
10047,0,1,1,0,0,0,3,1,1,7,1,0,0,0,3,2.0,0
10048,0,0,1,1,0,4,2,1,1,1,1,0,0,1,5,3.0,2
10049,0,1,0,0,0,1,2,1,1,7,0,0,0,0,0,2.0,3
10050,0,1,0,1,0,4,3,3,5,3,1,0,0,0,1,2.0,3
10051,1,0,1,2,0,4,3,1,5,3,1,1,0,0,1,4.0,1
10052,0,1,1,2,0,0,2,1,1,1,1,0,0,0,3,4.0,0
10053,0,1,1,0,1,4,2,1,1,3,1,0,0,0,4,2.0,3
10054,0,0,0,0,0,4,2,3,1,4,1,1,0,0,1,1.0,0
10055,1,0,1,1,0,4,2,1,1,2,1,0,0,0,3,3.0,0
10056,0,0,1,1,2,0,3,1,1,4,1,0,1,0,0,3.0,1
10057,0,0,1,0,0,1,2,4,1,6,0,0,1,1,0,1.0,0
10058,1,1,1,0,1,1,3,1,1,8,0,0,0,0,0,2.0,1
10059,1,0,1,0,0,4,2,0,1,5,1,0,0,0,6,2.0,0
10060,1,1,1,0,0,4,2,1,1,2,1,0,0,0,4,2.0,1
10061,1,1,0,2,0,4,2,1,1,6,1,1,0,0,1,4.0,1
10062,0,0,1,1,0,4,2,2,1,1,1,1,1,0,8,2.0,0
10063,0,1,1,3,1,4,2,1,1,3,1,0,0,0,8,5.0,1
10064,0,0,1,0,0,1,2,1,1,8,0,0,1,0,0,2.0,2
10065,0,0,1,1,0,4,3,1,1,6,1,1,0,0,11,3.0,1
10066,0,0,1,2,0,4,2,1,1,1,1,1,1,0,3,4.0,0
10067,0,0,1,0,0,4,2,1,1,6,1,1,1,0,4,2.0,1
10068,0,0,1,0,0,2,2,1,1,5,1,0,0,1,0,2.0,2
10069,0,0,1,0,0,1,3,1,1,9,0,0,0,0,0,2.0,2
10070,0,0,1,0,0,0,2,1,1,5,1,0,0,0,7,2.0,2
10071,0,1,1,2,0,4,2,1,1,4,1,0,0,0,4,4.0,2
10072,1,0,1,0,0,4,2,1,1,6,1,0,0,0,6,2.0,0
10073,0,1,0,1,0,2,2,1,1,4,1,0,0,0,5,3.0,3
10074,0,1,1,0,0,4,3,1,1,4,1,0,0,1,0,2.0,3
10075,1,0,1,0,0,4,2,1,1,3,1,0,0,1,1,2.0,2
10076,0,0,1,0,0,1,2,1,1,7,0,0,0,0,0,2.0,1
10077,1,0,1,0,0,1,3,1,1,6,0,0,0,0,0,2.0,3
10078,0,0,1,0,0,4,3,1,1,4,1,1,1,0,2,2.0,3
10079,1,1,1,0,0,4,2,1,1,4,1,0,1,1,2,2.0,2
10080,1,0,0,0,0,4,2,1,1,3,1,0,0,0,10,2.0,1
10081,0,1,1,1,1,0,4,1,1,2,1,0,0,0,3,3.0,2
10082,1,0,0,1,0,0,2,1,1,2,1,0,0,0,0,3.0,3
10083,0,0,1,0,0,1,2,3,1,8,0,0,0,1,0,1.0,2
10084,0,0,0,0,0,4,3,1,1,2,1,0,0,0,0,2.0,1
10085,1,1,0,1,0,4,2,1,1,6,1,0,0,1,6,3.0,2
10086,0,1,1,0,0,4,2,1,1,7,1,0,0,0,1,2.0,0
10087,0,0,1,1,0,4,2,1,1,0,1,0,0,0,1,3.0,1
10088,0,1,1,1,0,4,3,1,1,1,1,0,1,1,8,3.0,0
10089,1,0,1,0,0,4,2,1,1,7,1,0,0,0,1,2.0,0
10090,0,0,1,0,0,4,2,1,1,3,1,0,1,0,0,2.0,0
10091,0,0,1,2,0,4,3,1,1,4,1,1,1,1,5,4.0,1
10092,0,1,1,0,1,4,3,1,1,1,1,0,0,1,2,2.0,0
10093,1,1,0,1,1,4,3,1,1,3,1,0,0,0,2,3.0,1
10094,0,0,0,2,0,2,3,1,1,3,1,0,0,0,2,4.0,1
10095,0,0,1,0,0,4,0,1,1,5,1,0,0,0,11,2.0,0
10096,0,0,1,0,0,4,2,1,1,5,1,0,0,0,0,2.0,1
10097,0,0,1,0,1,4,3,0,1,2,1,0,0,1,2,2.0,0
10098,0,0,1,1,0,4,2,1,1,1,1,1,0,0,8,3.0,0
10099,0,0,1,0,0,1,2,2,1,7,0,0,0,0,0,1.0,1
10100,1,0,0,0,0,4,2,1,2,3,1,1,1,0,1,2.0,1
10101,1,0,0,0,0,4,2,1,1,8,1,0,0,0,17,2.0,2
10102,1,1,0,0,0,4,2,1,1,3,1,1,1,0,1,2.0,2
10103,1,1,0,0,3,4,3,1,1,5,1,0,1,0,2,2.0,0
10104,0,0,1,1,0,4,2,3,3,3,1,0,0,0,3,2.0,3
10105,0,0,1,1,0,0,3,1,1,1,1,1,0,1,5,3.0,0
10106,0,0,1,1,0,4,2,1,1,3,1,0,1,0,3,3.0,1
10107,0,0,1,0,0,1,2,4,1,8,0,0,1,0,0,1.0,2
10108,0,0,1,1,0,4,3,0,1,1,1,0,0,0,3,3.0,2
10109,0,1,0,0,0,4,2,1,1,3,1,1,1,0,5,2.0,2
10110,0,1,1,0,0,0,3,0,1,2,1,0,0,0,5,2.0,3
10111,0,0,1,1,0,4,2,2,1,5,1,0,1,0,1,2.0,1
10112,0,1,0,0,0,4,2,1,1,3,1,0,0,0,3,2.0,2
10113,0,0,1,0,0,4,2,2,1,6,1,0,0,0,1,1.0,2
10114,0,0,1,0,0,4,3,3,1,8,1,0,0,0,1,1.0,1
10115,0,0,0,0,0,4,2,1,1,3,1,1,1,0,4,2.0,3
10116,0,0,0,2,0,4,2,1,1,2,1,1,0,0,2,4.0,3
10117,0,0,1,0,0,4,2,4,1,6,1,0,0,0,3,1.0,1
10118,0,0,1,0,1,4,2,3,1,5,1,0,0,0,1,1.0,2
10119,0,0,0,2,0,4,2,1,2,3,1,1,1,0,5,4.0,2
10120,0,0,0,0,0,1,2,1,1,8,0,0,0,0,0,2.0,0
10121,0,0,0,0,0,4,2,1,1,3,1,1,1,0,8,2.0,0
10122,0,0,0,0,0,2,2,1,1,7,1,1,0,0,5,2.0,1
10123,0,0,0,0,1,0,3,1,1,4,1,1,1,0,2,2.0,0
10124,0,0,1,0,0,1,2,4,1,9,0,0,0,0,0,1.0,2
10125,0,1,1,0,0,2,2,1,1,4,1,0,0,0,13,2.0,0
10126,0,0,1,0,0,4,2,1,1,2,1,1,0,0,11,2.0,2
10127,0,0,1,0,0,1,2,1,1,7,0,0,0,1,0,2.0,0
10128,0,1,0,1,0,0,2,3,2,2,1,0,0,0,1,2.0,2
10129,1,0,0,1,0,2,3,1,3,4,1,0,0,0,5,3.0,1
10130,1,0,0,0,0,4,2,1,2,3,1,1,1,0,1,2.0,0
10131,0,0,1,0,0,1,2,4,1,8,0,0,0,0,0,1.0,1
10132,0,0,1,0,0,1,1,4,1,9,0,0,0,0,0,1.0,3
10133,1,1,1,0,0,4,2,0,1,2,1,1,1,0,1,2.0,0
10134,1,1,0,0,0,4,2,0,1,1,1,1,1,0,1,2.0,0
10135,1,1,0,2,0,4,2,1,5,2,1,0,0,0,6,4.0,0
10136,0,0,1,3,0,4,2,1,1,2,1,1,0,0,0,5.0,1
10137,0,0,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,1
10138,1,0,0,2,0,4,3,0,1,5,1,1,0,0,1,4.0,0
10139,0,0,0,0,0,4,2,1,1,4,1,0,0,0,3,2.0,0
10140,0,0,1,0,0,1,2,4,1,8,0,0,0,1,0,1.0,1
10141,0,0,0,1,0,4,2,1,1,1,1,0,1,0,3,3.0,1
10142,1,0,1,1,0,4,3,1,1,3,1,1,1,0,0,3.0,2
10143,1,0,1,0,0,4,2,1,1,4,1,0,0,0,10,2.0,0
10144,1,1,0,1,0,4,2,1,1,6,1,0,1,0,1,3.0,1
10145,0,0,1,0,0,1,2,4,1,9,0,0,0,0,0,1.0,1
10146,0,0,1,0,0,0,2,3,1,1,1,0,0,0,7,1.0,0
10147,0,0,0,0,0,0,2,3,1,4,1,1,0,0,5,1.0,2
10148,0,0,1,0,0,1,2,4,1,9,0,0,1,0,0,1.0,2
10149,0,1,0,0,0,4,2,1,1,6,1,0,0,0,1,2.0,2
10150,0,1,1,2,0,4,1,1,1,2,1,0,1,0,5,4.0,1
10151,1,1,0,2,0,4,3,1,1,2,1,1,0,0,6,4.0,0
10152,0,1,1,0,0,1,3,0,1,8,0,0,1,0,0,2.0,1
10153,0,1,1,0,0,1,1,1,1,7,0,0,1,0,0,2.0,3
10154,0,0,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,0
10155,0,0,1,0,0,2,3,1,1,0,1,0,0,0,14,2.0,1
10156,0,0,0,0,0,1,3,1,1,8,0,0,0,0,0,2.0,0
10157,0,0,1,0,0,4,2,1,1,5,1,0,1,0,0,2.0,3
10158,1,1,1,2,0,1,3,1,3,6,0,0,0,0,0,4.0,0
10159,0,0,1,0,0,1,2,1,2,7,0,0,1,0,0,2.0,3
10160,0,0,1,0,0,1,3,3,1,9,0,0,0,0,0,1.0,3
10161,0,0,1,0,0,4,2,0,1,3,1,0,0,0,3,2.0,1
10162,0,0,0,4,0,2,2,1,1,2,1,1,1,0,1,6.0,0
10163,1,0,1,1,0,0,2,1,1,4,1,0,0,1,0,3.0,2
10164,0,0,1,0,0,4,2,1,1,6,1,1,1,0,0,2.0,1
10165,0,0,1,0,0,4,3,3,1,8,1,0,0,0,1,1.0,0
10166,0,1,1,0,0,4,2,3,1,5,1,0,0,0,1,1.0,0
10167,0,0,1,0,0,4,3,1,5,1,1,0,0,1,0,2.0,0
10168,0,0,1,0,0,4,2,1,1,2,1,0,1,1,13,2.0,1
10169,0,1,1,0,0,4,1,1,1,6,1,0,1,0,2,2.0,3
10170,0,0,1,0,0,4,2,1,1,6,1,0,0,0,8,2.0,3
10171,0,0,1,1,0,4,2,1,1,5,1,1,0,0,3,3.0,3
10172,0,0,1,0,1,2,3,3,1,7,1,0,1,1,5,1.0,3
10173,0,0,1,0,0,1,2,4,1,9,0,0,1,0,0,1.0,1
10174,0,0,0,0,0,4,3,3,1,5,1,1,1,0,3,1.0,0
10175,0,0,0,0,0,4,2,1,1,7,1,0,1,0,0,2.0,1
10176,0,0,0,0,0,0,3,3,1,2,1,0,0,0,2,1.0,1
10177,0,0,0,0,0,4,2,3,1,7,1,1,1,0,1,1.0,2
10178,1,0,1,0,1,0,2,1,1,9,1,0,0,0,10,2.0,1
10179,0,1,1,1,0,4,2,0,1,5,1,0,0,1,1,3.0,1
10180,0,1,0,0,0,1,2,1,1,8,0,0,0,0,0,2.0,1
10181,0,0,1,0,0,1,2,1,1,9,0,0,0,0,0,2.0,2
10182,0,0,1,0,0,1,0,2,1,8,0,0,0,0,0,1.0,1
10183,0,0,1,0,0,4,2,1,1,3,1,0,0,0,1,2.0,0
10184,0,0,1,1,0,4,3,1,1,3,1,0,0,0,8,3.0,0
10185,0,0,0,0,0,1,2,4,1,9,0,0,1,0,0,1.0,3
10186,0,0,1,0,0,4,3,1,1,3,1,0,0,0,8,2.0,2
10187,0,1,1,0,0,2,2,1,1,6,1,0,0,0,5,2.0,0
10188,1,1,0,0,0,4,2,1,1,6,1,1,0,0,6,2.0,2
10189,1,0,1,0,0,4,2,3,1,4,1,0,0,0,17,1.0,3
10190,1,0,1,1,0,0,2,3,1,3,1,0,0,0,6,2.0,2
10191,0,0,1,0,0,1,2,0,1,8,0,0,0,0,0,2.0,0
10192,0,0,0,0,0,4,2,1,1,3,1,0,1,0,0,2.0,3
10193,0,1,0,0,1,4,3,1,1,4,1,1,1,0,0,2.0,2
10194,0,0,0,0,0,1,2,1,1,7,0,0,1,0,0,2.0,3
10195,0,0,1,0,0,1,0,1,1,9,0,0,0,0,0,2.0,0
10196,1,0,0,2,0,4,2,1,1,1,1,0,0,1,1,4.0,2
10197,1,0,1,0,1,0,3,3,1,1,1,0,0,1,1,1.0,1
10198,0,0,1,1,0,2,2,3,1,2,1,0,0,0,18,2.0,2
10199,0,0,0,0,0,4,2,0,1,5,1,0,0,0,7,2.0,0
10200,1,1,0,0,0,0,2,1,1,3,1,0,0,0,2,2.0,0
10201,0,1,1,0,0,4,2,1,1,5,1,0,0,0,2,2.0,1
10202,0,1,0,0,1,4,2,1,1,6,1,0,0,0,2,2.0,3
10203,0,0,1,0,0,4,2,1,1,6,1,0,0,0,8,2.0,2
10204,1,0,0,0,0,4,2,1,1,6,1,1,1,0,1,2.0,1
10205,0,0,1,0,0,1,2,4,1,7,0,0,0,0,0,1.0,2
10206,0,1,1,2,0,2,3,1,1,4,1,0,0,0,7,4.0,1
10207,1,1,1,0,0,4,3,1,5,1,1,0,0,0,1,2.0,2
10208,1,1,0,0,1,1,3,1,1,8,0,0,1,0,0,2.0,2
10209,1,1,0,0,0,4,1,1,5,0,1,1,0,0,6,2.0,1
10210,0,1,1,1,0,4,2,1,1,2,1,0,0,0,13,3.0,2
10211,1,0,1,0,4,4,2,1,1,7,1,0,0,0,2,2.0,0
10212,0,1,1,0,0,4,3,1,1,2,1,0,0,1,3,2.0,1
10213,0,1,1,1,0,4,2,2,1,2,1,1,1,0,3,2.0,2
10214,0,0,0,1,0,4,2,1,1,2,1,0,0,1,1,3.0,0
10215,1,1,1,0,0,2,3,1,1,1,1,0,0,0,4,2.0,3
10216,1,0,0,0,0,0,2,1,2,0,1,0,0,0,6,2.0,1
10217,0,0,1,0,0,4,2,1,1,5,1,0,1,0,1,2.0,0
10218,1,1,0,0,1,0,2,1,1,6,1,1,1,0,1,2.0,1
10219,1,1,1,2,1,0,3,1,1,5,1,1,0,0,2,4.0,2
10220,0,1,1,0,0,4,3,1,1,7,1,0,0,0,1,2.0,1
10221,0,1,1,0,0,1,2,1,1,8,0,0,1,0,0,2.0,1
10222,0,0,1,0,0,4,2,3,1,3,1,0,1,0,4,1.0,2
10223,0,0,1,0,0,4,2,1,1,7,1,1,1,0,1,2.0,0
10224,0,0,1,1,0,4,3,1,1,1,1,0,0,0,8,3.0,1
10225,0,0,1,0,0,4,2,3,1,7,1,1,1,0,0,1.0,1
10226,0,0,0,0,0,1,2,4,1,8,0,0,0,0,0,1.0,2
10227,1,1,0,0,0,4,2,0,1,7,1,1,1,0,1,2.0,1
10228,1,0,0,0,0,0,3,1,5,3,1,1,0,0,2,2.0,2
10229,0,0,1,0,0,4,2,1,1,7,1,1,1,0,3,2.0,1
10230,0,0,1,1,0,4,3,1,1,2,1,1,0,0,8,3.0,3
